audio_path,transcription
dataset_small/train/audio_files/cskh_minimax7552.wav,Chỉ có thế mới có thể giúp cháu kiếm được vô số của cải như cháu ảo ước.
dataset_small/train/audio_files/cskh_minimax1396.wav,"Khi mình còn khỏe mạnh, mình chuẩn bị trước để nếu sau này có bất ngờ xảy ra thì gia đình vẫn được bảo vệ tài chính."
dataset_small/train/audio_files/vivoice_55755.wav,Cũng đừng chỉ hoãn ngày qua tháng nọ.
dataset_small/train/audio_files/vivoice_16864.wav,"Tại công viên giải trí Epcot, và sau đó sử dụng thêm một vé tại Vương quốc Phép Thuật cho bữa sáng của mình."
dataset_small/train/audio_files/LSVSC_audio_03063.wav,Ngoài ra đề nghị chính phủ làm rõ việc chậm báo cáo Ủy ban thường vụ quốc hội phân bổ vốn cho các chương trình mục tiêu quốc gia
dataset_small/train/audio_files/LSVSC_audio_11776.wav,Còn bây giờ thì xin mời quý vị sẽ tiếp tục quay trở lại đầu cầu thành phố Hồ Chí Minh ạ.
dataset_small/train/audio_files/vivoice_467835.wav,"Ký hiệu đó là một hình tăm rác ngược, với một dấu x ở bên trong và một dấu vi ở bên dưới chân."
dataset_small/train/audio_files/LSVSC_audio_15155.wav,Và quý vị và các bạn nếu có những câu hỏi hay là có ý kiến về những cái nội dung mà chúng tôi đã cùng bàn luận thì có thể gọi điện đến số không hai bốn ba chín ba bốn một không bốn không
dataset_small/train/audio_files/train_2035.wav,bức tranh này ngày nay được biết đến với tên gọi rộng rãi là mona lisa.
dataset_small/train/audio_files/vivoice_142431.wav,Có câu nói.
dataset_small/train/audio_files/vivoice_321268.wav,Vì vận động nó tạo nên rất nhiều cảm xúc tích cực.
dataset_small/train/audio_files/LSVSC_audio_42134.wav,các nền tảng số để truyền tải các nội dung của Quốc hội với đông đảo Khán giả cả nước
dataset_small/train/audio_files/vivoice_715981.wav,Bởi vì sự bừa bộn sẽ khiến chúng ta mất tập trung.
dataset_small/train/audio_files/LSVSC_audio_42428.wav,Và thưa quý vị tiếp theo trương chình ngày hôm nay chúng ta sẽ cùng đến với những thông tin dự báo thời tiết từ chị Thu Hằng kết nối trực tiếp từ trường quay Hà Nội.
dataset_small/train/audio_files/story_viettel_hn-thaochi_77.wav,sự thành thật trong giới thiệu sản phẩm sẽ giúp khách hàng cảm nhận được sự chân thành và độ tin cậy của người bán hàng.
dataset_small/train/audio_files/vivoice_626614.wav,Yêu cầu ông sáng tác miễn phí.
dataset_small/train/audio_files/vivoice_424739.wav,"Còn bây giờ, ở phần tiếp theo, chúng ta sẽ tìm hiểu sáu kiểu nghiện mà chúng ta thường mắc phải là gì."
dataset_small/train/audio_files/c2a5f092-dd6e-4aae-9bc4-d43ca02b43f2.wav,"dạ, em muốn hỏi lại, đây có phải là anh minh không ạ?"
dataset_small/train/audio_files/audio_21462_man_1.wav,các tựa sách này đều có phiên bản tóm tắt và sách nói tại ứng dụng phonos.
dataset_small/train/audio_files/vivoice_842109.wav,Ta vốn không ưa tính chuột ban đêm.
dataset_small/train/audio_files/vivoice_493233.wav,Và làm ơn nhớ mục đích của cái kiểu nói này là đưa chúng ta về trạng thái nói chuyện tự nhiên nhất đó là phim ngạc thu hút nhất của chúng ta.
dataset_small/train/audio_files/audio_28975_man_1.wav,mà nó đều biến thành hiện thực hết.
dataset_small/train/audio_files/LSVSC_audio_22950.wav,"""Nước ngập ngang đùi, khó vận động"""
dataset_small/train/audio_files/LSVSC_audio_10561.wav,Tuy nhiên nhiều đại biểu quốc hội chưa nhất trí với phương thức tiếp cận ưu đãi truyền thống này vì không còn phù hợp trong bối cảnh mới.
dataset_small/train/audio_files/vivoice_711733.wav,"Về trí tuệ thì chúng ta có thể đọc sách nhiều hơn, học hỏi nhiều hơn."
dataset_small/train/audio_files/audio_22355_man_1.wav,thì bây giờ mình vớt đậu ra rửa sạch và mình đi nấu đậu.
dataset_small/train/audio_files/vivoice_210168.wav,Nên Casey đã chạy nhanh để về lớp của mình.
dataset_small/train/audio_files/LSVSC_audio_07844.wav,Do vậy đại biểu đề nghị cần phân bổ tính toán nguồn lực một cách hợp lý để nguồn lực đến đúng nơi cần
dataset_small/train/audio_files/web5ngay_20250222_011946_222.wav,"bạn đâu còn bị thu hút nữa đâu, nó sẽ hết phải không?"
dataset_small/train/audio_files/LSVSC_audio_28766.wav,Ngay bây giờ thì thạc sĩ bác sĩ Lê Thị Lan Anh phó trưởng khoa nhi bệnh viện Bạch Mai sẽ giúp các bố mẹ giải quyết vấn đề này đấy .
dataset_small/train/audio_files/web5ngay_2_227.wav,sửa chữa kịp thời.
dataset_small/train/audio_files/audio_06518_man_1.wav,viên ngọc sẽ ở gần người cô ấy.
dataset_small/train/audio_files/audio_03009_man_1.wav,"cho đến thời điểm này, các cơ sở kinh tế trọng điểm của liên xô đã bị đức chiếm gần hết, đồ tiếp tế và vũ khí hỗ trợ từ anh và mỹ thì chưa cập đến, quân lính thì chưa huy động kịp để bù cho số quân lính đã thương vong trong các chiến dịch trước đó."
dataset_small/train/audio_files/web5ngay_173.wav,điều này sẽ giúp khách hàng hình dung được sự khác biệt mà sản phẩm sẽ tạo ra so với những sản phẩm khác trên thị trường.
dataset_small/train/audio_files/LSVSC_audio_08010.wav,Phải là chủ động là từ sớm từ xa để cho cái việc thẩm tra nó đạt hiệu quả
dataset_small/train/audio_files/audio_27627_man_1.wav,thứ hai là cậu có thể điều hướng sự chú ý.
dataset_small/train/audio_files/LSVSC_audio_40388.wav,hắn dừng lại một lát trịnh trọng rồi ngoắt hai tay ra sau lưng đầu ngẩng cao đi vòng quanh bàn giấy
dataset_small/train/audio_files/vivoice_736595.wav,Còn ở bên cạnh Abel là Dean.
dataset_small/train/audio_files/LSVSC_audio_33060.wav,Xác thực không mật khẩu đã giúp cho người sử dụng không cần phải nhớ tên đăng nhập không cần nhớ mật khẩu mà vẫn đảm bảo an toàn khi sử dụng các sản phẩm dịch vụ.
dataset_small/train/audio_files/vivoice_857743.wav,"Khi thức giận, bạn có thể thu hẹp tầm nhìn và chỉ tập trung vào điểm khiến cho bạn thức giận."
dataset_small/train/audio_files/LSVSC_audio_01121.wav,Quy hoạch các khu công nghiệp đã được tích hợp và quy hoạch tỉnh
dataset_small/train/audio_files/vivoice_716.wav,Mặc dù là mấy hôm nay mình đang chuẩn bị cho video chia sẻ cuốn sách mới cho các bạn.
dataset_small/train/audio_files/audio_03968_man_1.wav,để cuối cùng vẫn có thể lớn mạnh dưới hàng loạt những điều kiện khác nhau.
dataset_small/train/audio_files/vivoice_763474.wav,Hoặc là sinh viên đi học chẳng hạn.
dataset_small/train/audio_files/audio_16908_man_1.wav,akai heiya là một truyền thuyết đô thị được lan truyền từ thủa sơ khai của internet tại nhật bản.
dataset_small/train/audio_files/LSVSC_audio_23290.wav,Khi người ta thất bại thì người ta cẩn thận hơn
dataset_small/train/audio_files/LSVSC_audio_30838.wav,"""Nhiều mô hình kinh tế chia sẻ đã tạo nên sự đột phá về năng suất lao động, cải thiện năng lực quản trị, tối ưu hóa mô hình kinh doanh và đem lại nhiều ứng dụng thiết thực cho người dân"""
dataset_small/train/audio_files/audio_12276_man_1.wav,công tác phá tề là một cuộc đấu tranh thường xuyên liên tục ở vùng địch kiểm soát.
dataset_small/train/audio_files/vivoice_834460.wav,Giao tiếp rất quan trọng.
dataset_small/train/audio_files/LSVSC_audio_26985.wav,Bệnh nhân này được đưa đến Việt Nam bằng máy bay riêng do nhóm công tác sơ tán y tế khẩn cấp của Liên Hợp Quốc thực hiện
dataset_small/train/audio_files/LSVSC_audio_11199.wav,trời mưa là thời điểm mà người tham gia giao thông phải đối diện với nhiều nguy cơ mất an toàn
dataset_small/train/audio_files/audio_20545_man_1.wav,thế tức là họ đã nghiên cứu tất cả ngoại trừ câu hỏi họ đang nghiên cứu cái gì mà thôi.
dataset_small/train/audio_files/A83seg6.wav,ùm
dataset_small/train/audio_files/vivoice_375990.wav,"Để làm tốt điều này, tiếp đến bạn cần phải học cách suy nghĩ từ quan điểm của người khác."
dataset_small/train/audio_files/audio_15351_man_1.wav,"khi chương trình đã bị bài lộ, giờ đây chính những công nghệ bị đánh cắp lại trở thành vũ khí chống lại liên xô."
dataset_small/train/audio_files/A12segment59.wav,"In bên bưu cục là in vận đơn, in vận đơn là bao gồm thông tin về khách hàng, địa chỉ, số điện thoại thì cái đó là chị điền trên app"
dataset_small/train/audio_files/LSVSC_audio_20430.wav,Đây là một cái sân chơi dành cho thiếu nhi hết sức là bổ ích và lành mạnh
dataset_small/train/audio_files/audio_13975_man_1.wav,"lúc này, ông lão lại bình tĩnh nói."
dataset_small/train/audio_files/vivoice_126287.wav,Vậy thì tại sao con người lại ngày càng cô đơn?
dataset_small/train/audio_files/vivoice_522192.wav,"Nó lấy đi hết cái sự vững vàng, cái sự bền bỉ."
dataset_small/train/audio_files/vivoice_724262.wav,"Và các bạn lắng nghe, sáu nghề thất đức không có hậu, tuyệt đối không làm qua video sau nhé."
dataset_small/train/audio_files/vivoice_692007.wav,"Nào ngờ, mỗi cây bát anh ta cầm lên gõ nhẹ vào nhau đều phát ra âm thanh chầm chèo."
dataset_small/train/audio_files/audio_29763_man_1.wav,"single loop learning phương pháp học tập vòng lập đơn là việc cố gắng giải quyết vấn đề bằng cách tìm ra phương thức hành động khác nhưng vẫn giữ nguyên các giá trị, mục tiêu, kế hoạch hay quy tắc."
dataset_small/train/audio_files/vivoice_357748.wav,Rồi mình quay trở lại mình chiến đấu.
dataset_small/train/audio_files/audio_14433_man_1.wav,"nếu họ duy trì lối sống này trong một thời gian đủ dài, đạt được những tiến bộ trên hành trình của mình thì có thể nói, họ đang sống có mục đích."
dataset_small/train/audio_files/vivoice_90705.wav,"Người thành công biết khi nào cần mềm mỏng, khi nào cần cứng rắn."
dataset_small/train/audio_files/9f7a1ceb-1cee-4a8f-a508-777f79e09803.wav,"nếu không thanh toán đúng hạn, ngân hàng có quyền áp dụng các biện pháp pháp lý cần thiết."
dataset_small/train/audio_files/viettel_hue-baoquoc_619.wav,"chào chị lan, em muốn chia sẻ với chị những giải pháp mới nhất từ công ty truyền thông đất việt giúp tăng trưởng doanh thu lên tới ba mươi phần trăm. chị có muốn tìm hiểu thêm không ạ?"
dataset_small/train/audio_files/viettel_hn-tienquan_325.wav,"chào anh tuấn, công ty bất động sản thăng long rất vui được hỗ trợ anh tìm kiếm căn nhà mơ ước. anh có cần thêm thông tin gì không ạ?"
dataset_small/train/audio_files/vivoice_367191.wav,Nếu không được tức giận.
dataset_small/train/audio_files/LSVSC_audio_14095.wav,chính phủ cũng cần nhìn nhận rõ nguyên nhân gây chậm tiến độ như cùng lúc Triển khai nhiều dự án quan trọng quốc gia nên nguồn lực đầu tư hạn hẹp khó khăn trong việc phân bổ cân đối nguồn vốn cho dự án
dataset_small/train/audio_files/LSVSC_audio_11043.wav,Bộ đang xây dựng điều chỉnh chương trình lịch sử cấp trung học phổ thông phần bắt buộc để kịp thời triển khai ngay trong năm học tới
dataset_small/train/audio_files/audio_07855_man_1.wav,"niềm vui sẽ không tự đến, nó không được kiểm soát, không thể dự đoán."
dataset_small/train/audio_files/audio_23019_man_1.wav,món này để nhậu thì quá hợp luôn đấy nha.
dataset_small/train/audio_files/audio_09273_man_1.wav,"thưa quý vị, thời gian qua, các cơ quan chức năng cũng đã nhiều lần cảnh báo và cũng đã điều tra làm rõ xử lý nghiêm minh nhiều những vụ án như vậy."
dataset_small/train/audio_files/vivoice_467632.wav,Và đây là một cái gợi ý quan trọng để sống hạnh phúc.
dataset_small/train/audio_files/vivoice_250052.wav,"Trong hoàn cảnh này, đây mới là phương pháp đúng để đối mặt."
dataset_small/train/audio_files/web5ngay_20250222_011946_401.wav,đó là bạn buồn.
dataset_small/train/audio_files/vivoice_376030.wav,Chúng ta phải tìm cái gì vậy?
dataset_small/train/audio_files/vivoice_7832.wav,"Họ xem xét tất cả mọi ý kiến, phân tích cẩn thận các sự kiện, tiến hành nghiên cứu kỹ lưỡng rồi mới phản hồi."
dataset_small/train/audio_files/audio_06664_man_1.wav,"nhưng khách quan mà nói âm hồn đô thị đã thành công dựng lên một bối cảnh ưu ám, ảm đạm từ chính chất điệu quen thuộc trong đời sống, mang lại sự bồn trồn từ chính những hiện tượng gần gũi thường nhật."
dataset_small/train/audio_files/vivoice_689279.wav,"Nhưng tinh thần của mình cũng thấy vui vẻ, cảm thấy hài lòng với cái cách mình sử dụng thời gian."
dataset_small/train/audio_files/015240fe-553a-4543-809c-3c93af21de38.wav,anh tấn nhớ chuyển khoản năm triệu trước ngày hai mươi ikke nhé.
dataset_small/train/audio_files/audio_10454_man_1.wav,"với cách làm đơn giản này, ai cũng có thể làm được tại nhà."
dataset_small/train/audio_files/vivoice_284020.wav,"Ê các bạn, tui có cái này hay lắm nè."
dataset_small/train/audio_files/LSVSC_audio_26399.wav,"""Theo ông Phạm Tuấn công, chủ tịch Liên đoàn thương mại và công nghiệp Việt Nam: trong bối cảnh hiện nay việc tuyển dụng đào tạo nâng cao kỹ năng nghề cho người lao động là yêu cầu cấp thiết đang đặt ra cho các doanh nghiệp và hệ thống giáo dục nghề nghiệp."""
dataset_small/train/audio_files/vivoice_87464.wav,Cũng tại ngay chỗ này.
dataset_small/train/audio_files/story_2_viettel_hue-baoquoc_472.wav,ngân hàng và các tổ chức tín dụng giúp duy trì sự ổn định và phát triển bền vững cho nền kinh tế.
dataset_small/train/audio_files/LSVSC_audio_00869.wav,Thẩm định xét duyệt đề nghị không đúng quy định.
dataset_small/train/audio_files/audio_17230_man_1.wav,chờ đợi ai đó lơ ngơ lỡ download về để biến máy tính của họ thành máy đào coin.
dataset_small/train/audio_files/vivoice_416630.wav,"Bạn thân mến, đã có bao giờ trong ngày sinh nhật của mình bạn nói lời cảm ơn ba, mẹ hay chưa?"
dataset_small/train/audio_files/vivoice_333508.wav,"Từ đời thứ nhất đến đời thứ bảy, tất cả đều chiến đấu chống lại nỗi cô đơn, nhưng cuối cùng vẫn lần lượt nhận kết cục cô đơn cho đến chết."
dataset_small/train/audio_files/LSVSC_audio_32734.wav,"""Đại diện tập đoàn cho biết ra mắt kịp thời trong thời điểm dịch cô vít mười chín diễn biến phức tạp, loại thức uống dinh dưỡng này sẽ giúp người tiêu dùng tăng sức đề kháng chống oxi hoá và hỗ trợ miễn dịch"""
dataset_small/train/audio_files/LSVSC_audio_24493.wav,Tây Bắc hùng vĩ hiểm trở là nơi chung sống của đông đảo cộng đồng dân tộc anh em
dataset_small/train/audio_files/LSVSC_audio_30282.wav,nó cũng đòi hỏi là chúng ta căn cứ vào kế hoạch thì chúng ta phải có những điều kiện khả thi đi kèm bao gồm kể cả
dataset_small/train/audio_files/audio_13691_man_1.wav,thế nhưng ông chỉ đủ tiền thuê một luật sư.
dataset_small/train/audio_files/LSVSC_audio_01536.wav,Hạnh Chi cũng cười vui.
dataset_small/train/audio_files/cskh_minimax7168.wav,"Tôi muốn có nhiều đôi giày, mỗi đôi tôi lại dùng với một mục đích khác nhau."
dataset_small/train/audio_files/vivoice_607399.wav,"Trong việc cắt giảm chi tiêu những thứ không cần thiết, những người có lối sống tối giản họ làm rất tốt điều này."
dataset_small/train/audio_files/audio_27470_man_1.wav,sau một lúc lỗ lực thì tôi đã lấy được miếng nữa.
dataset_small/train/audio_files/audio_17134_man_1.wav,cậu phải đứng sau cùng mới đúng.
dataset_small/train/audio_files/vivoice_738931.wav,"Mình nghe mình buồn, mình nghe mình thất vọng."
dataset_small/train/audio_files/A73segment35.wav,Bây giờ
dataset_small/train/audio_files/audio_18048_man_1.wav,"thì có thể thấy là cái việc viết lách ấy, nó còn mang lại rất là nhiều những cái lợi ích giá trị khác."
dataset_small/train/audio_files/vivoice_487890.wav,"Trong lưu hổ luận có ghi chép về Tô Đông Pha, Thời Tống."
dataset_small/train/audio_files/cskh_minimax4745.wav,Hàng nghìn người đã chọn chúng tôi để quản lý tương lai của họ. Đừng bỏ lỡ cơ hội gia nhập vào cộng đồng thành công này ngay hôm nay.
dataset_small/train/audio_files/audio_00842_man_1.wav,cho khách hàng của chúng tôi.
dataset_small/train/audio_files/vivoice_781230.wav,Luôn có thể sống mạnh mẽ hơn mỗi ngày.
dataset_small/train/audio_files/vivoice_133702.wav,"Phạm nhân thường có thói ganh đua, thích mình luôn cao hơn người khác một bậc."
dataset_small/train/audio_files/audio_20894_man_1.wav,và chắc chắn chúng ta sẽ không dừng lại.
dataset_small/train/audio_files/audio_04130_man_1.wav,lưỡi nó là bộ phận khai khiếu của tim.
dataset_small/train/audio_files/vivoice_738055.wav,Được cài đặt trước.
dataset_small/train/audio_files/vivoice_202998.wav,Tôi hướng đen về phía phát ra âm thanh nhưng không có gì ở đó cả.
dataset_small/train/audio_files/LSVSC_audio_15210.wav,Nhưng cũng có khi bạn thắc mắc mà phụ huynh bạn đang bận một việc gì đó thì họ sẽ gạt phắt đi hoặc sẽ nói một câu đại loại hỏi làm gì nhiều chuyện quá
dataset_small/train/audio_files/vivoice_394691.wav,"Vì vậy, anh ấy đã quyết định sử dụng tất cả số tiền thiết kiệm của mình để mua hàng trăm bộ truyện tranh này và mở một cái phòng đọc trong gara."
dataset_small/train/audio_files/vivoice_418591.wav,Đừng nói gì.
dataset_small/train/audio_files/LSVSC_audio_25483.wav,"""Krô pin xki vỗ về an ủi đứa bé, nó bám chặt lấy anh nức nở"""
dataset_small/train/audio_files/vivoice_317953.wav,Đây chính là tính đàn hồi của tư duy.
dataset_small/train/audio_files/LSVSC_audio_41594.wav,Tại buổi làm việc chủ tịch nước yêu cầu tổ biên tập đưa ra lộ trình cụ thể đảm bảo đúng tiến độ.
dataset_small/train/audio_files/vivoice_652119.wav,Tôi đã đến Sapa với gia đình của tôi.
dataset_small/train/audio_files/A54seg0.wav,"Dạ vâng, em chào anh, em hỏi là anh Đỗ Thái Nguyên đang nghe máy đúng không ạ?"
dataset_small/train/audio_files/A107seg32.wav,"Dạ dạ, em biết mình"
dataset_small/train/audio_files/vivoice_329457.wav,"So với người nghèo, thì người giàu họ có nhiều vốn, có cơ hội, có sự kết nối và có kênh thông tin rộng hơn. Trong họ còn luôn thường trực tính mạo hiểm."
dataset_small/train/audio_files/cskh_minimax10177.wav,Lúc này nhìn lại thì chuyến xe đã rời khỏi bến một đoạn rồi.
dataset_small/train/audio_files/LSVSC_audio_32854.wav,Tổ chức tiêm tại các cơ sở cố định và nhiều điểm tiêm chủng lưu động tại các khu dân cư cơ quan đơn vị
dataset_small/train/audio_files/cskh_minimax1086.wav,"Nếu sau buổi học thử, bé thấy hợp thì tụi em mới tư vấn tiếp chương trình phù hợp và thời gian học sao cho tiện nhất cho gia đình."
dataset_small/train/audio_files/vivoice_696469.wav,Vì bạn không làm được thì người ta sẽ đuổi bạn.
dataset_small/train/audio_files/vivoice_585665.wav,Chắc hẳn là bạn sẽ nghĩ rằng ông ta phải vô cùng giàu có đúng không?
dataset_small/train/audio_files/vivoice_762575.wav,Vì thế mà Adler khuyên chúng ta rằng hãy xoay chiều dọc thành chiều ngang.
dataset_small/train/audio_files/LSVSC_audio_39385.wav,"""để mà cùng chung tay đóng góp tã, sữa, quần áo cho các bé"""
dataset_small/train/audio_files/vivoice_37096.wav,"Từng truyền từ thời xưa, lão tử cũng dựa vào chân lý này mà nhìn ra người nhân nghĩa."
dataset_small/train/audio_files/LSVSC_audio_37716.wav,Dự thảo Nghị định quy định về kiểm định chất lượng đầu vào công chức Bộ Nội vụ được kỳ vọng sẽ đáp ứng yêu cầu đổi mới mô hình tuyển dụng công chức giúp tuyển chọn những công chức bảo đảm về năng lực phẩm chất tương ứng
dataset_small/train/audio_files/audio_02952_man_1.wav,"hiện nay, nhóm đang nỗ lực tìm kiếm các giải pháp thiết thực, huy động vốn để triển khai dự án."
dataset_small/train/audio_files/vivoice_480029.wav,Phần hai Thế giới chàn đầy năng lượng.
dataset_small/train/audio_files/audio_13157_man_1.wav,thông tin về việc game sẽ có nhân vật nữ chính đã được đồn thổi từ lâu.
dataset_small/train/audio_files/LSVSC_audio_35534.wav,Nếu ngài chỉ huy điểm danh để cho nó chập vào máy phóng thanh thì có thể hỏng to do nó sẽ đứt đấy
dataset_small/train/audio_files/f263f0ca-efc5-4981-8e60-96aa7468cbcb.wav,mấy mấy ngày nữa anh có lương hả?
dataset_small/train/audio_files/vivoice_595644.wav,Mưu sự tại nhân thành sự tại thiên là như vậy.
dataset_small/train/audio_files/lyhai_270.wav,dạ. em xin phép một chút.
dataset_small/train/audio_files/vivoice_307631.wav,"Hãy luôn tin rằng, mọi việc đều là sự an bài tốt nhất."
dataset_small/train/audio_files/vivoice_562926.wav,"Đặc biệt, giá trị cốt lõi nhất mà mình thấy được, đó là tác giả nói về chúng ta một điều rất quan trọng rằng."
dataset_small/train/audio_files/vivoice_604186.wav,Và sau đó mình sẽ nhìn vào cái video này.
dataset_small/train/audio_files/vivoice_467043.wav,Các bạn không có đọc báo mạng đâu.
dataset_small/train/audio_files/vivoice_432034.wav,Và nếu mà đủ thân thì tôi có thể là say yes để mà ăn tối hoặc là đi chơi với họ.
dataset_small/train/audio_files/LSVSC_audio_34803.wav,Mưa không đáng kể.
dataset_small/train/audio_files/vivoice_316604.wav,Trong sách có một người chồng đã nói ra cõi lòng của mình như sau.
dataset_small/train/audio_files/audio_10225_man_1.wav,đúng là một người có gu.
dataset_small/train/audio_files/LSVSC_audio_16008.wav,Có dự án khởi công xây dựng cách đây hơn mười năm thế nhưng hiện vẫn bỏ qua.
dataset_small/train/audio_files/LSVSC_audio_25111.wav,Và đấy là cách để các đối tượng lợi dụng và lấy được cái thông tin của khách hàng mà khách hàng không hề biết từ bao giờ.
dataset_small/train/audio_files/cskh_minimax4028.wav,"Sản phẩm tự nhiên, an toàn, mang lại vẻ đẹp rạng ngời bạn mong đợi."
dataset_small/train/audio_files/LSVSC_audio_13962.wav,các cán bộ công chức ghi biên bản cần nghiên cứu kỹ trước các tài liệu liên quan đến nội dung thảo luận ở tổ để nắm bắt hiểu rõ nội dung được phân công tổng hợp
dataset_small/train/audio_files/audio_21361_man_1.wav,"lưu ý, cái clip này nó là những cái mẹo để hỗ trợ thôi."
dataset_small/train/audio_files/LSVSC_audio_17622.wav,đoàn kiểm tra đã phát hiện gần bảy mươi năm nghìn chiếc khẩu trang bốn lớp kháng khuẩn cùng gần bảy tạ quần áo đã qua sử dụng có dấu hiệu vi phạm
dataset_small/train/audio_files/A57seg2.wav,Alo
dataset_small/train/audio_files/audio_24116_man_1.wav,em nói tiếp đi. ừ từ đấy hay.
dataset_small/train/audio_files/vivoice_419200.wav,Thứ đầu tiên mà cậu ấy nhìn thấy được là màu vàng.
dataset_small/train/audio_files/vivoice_472531.wav,Trời sẽ cho những đứa con khác.
dataset_small/train/audio_files/LSVSC_audio_37636.wav,Trong phiên chất vấn chiều nay vấn đề xử lý nước thải đầu nguồn để không làm ảnh hưởng đến các tỉnh hạ lưu đã được đại biểu Quốc hội chất vấn Bộ trưởng Bộ Tài nguyên và Môi trường Trần Hồng Hà
dataset_small/train/audio_files/vivoice_712228.wav,Bật nó lên trong sự bối rối và mơ hồ.
dataset_small/train/audio_files/vivoice_529734.wav,"Đôi khi, chúng ta cần một trái tim."
dataset_small/train/audio_files/vivoice_820397.wav,"Ngoài ra thì còn có bia, rượu vang đỏ, trà xanh, trà đen."
dataset_small/train/audio_files/story_2_viettel_hcm-thuydung_446.wav,các chuyên gia tài chính cá nhân giúp khách hàng xây dựng các kế hoạch tài chính phù hợp với mục tiêu cuộc sống của họ.
dataset_small/train/audio_files/audio_05842_man_1.wav,"với cậu thì việc người anh ra đi khiến cậu cảm thấy trước đã trông tranh, giờ lại trông tranh hơn."
dataset_small/train/audio_files/d1f60937-f3bd-4e4d-8a2d-7204d08508e8.wav,hợp đồng mình thanh toán ngày hai môt tây rồi chứ không phải là ngày hai mươi lăm tây để mình đóng tiền đâu anh.
dataset_small/train/audio_files/cskh_minimax6149.wav,"Sở hữu bộ sưu tập giới hạn này để nổi bật với phong cách thời thượng và độc nhất, chỉ dành riêng cho những ai biết tìm kiếm cái đẹp."
dataset_small/train/audio_files/LSVSC_audio_05412.wav,Vậy chủ nhiệm cho biết công tác thẩm tra dự án Luật này có những điểm gì mới để tiếp tục nâng cao các hoạt động hợp pháp của công
dataset_small/train/audio_files/audio_28358_man_1.wav,học sinh edeka yêu cầu hãy ra ngoài.
dataset_small/train/audio_files/audio_05364_man_1.wav,"điều này có thể mang lại niềm an ủi lớn lao cho những người thân đang đau buồn, giúp họ cảm thấy như người thân vẫn còn sống mãi bên cạnh."
dataset_small/train/audio_files/LSVSC_audio_43050.wav,Hai con mắt của tên Rai nơ bốt như những con ruồi bay rối rít trên tấm bản đồ.
dataset_small/train/audio_files/LSVSC_audio_13355.wav,Hay thậm chí còn có quan điểm coi đây là hình thức kiếm tiền đường phố
dataset_small/train/audio_files/audio_18489_man_1.wav,nhiệm vụ đêm đó của ashley cũng khá là đơn giản.
dataset_small/train/audio_files/LSVSC_audio_17956.wav,di tích này được xem là đàn nam giao của vương triều Tây Sơn nơi Nguyễn Huệ làm lễ cáo trời đất chính danh lên ngôi hoàng đế lấy niên hiệu Quang Trung vào năm một nghìn bẩy trăm tám tám
dataset_small/train/audio_files/vivoice_55280.wav,"Thứ ba, bốn mùa."
dataset_small/train/audio_files/vivoice_383105.wav,"Những điều này đều sẽ khiến bạn vui vẻ, hoặc là đạt được cảm giác mãn nguyện."
dataset_small/train/audio_files/vivoice_856654.wav,Không thể nào chơi theo cái kiểu mà một cái vai diễn mà mình áp dụng trong mọi cái trường hợp được.
dataset_small/train/audio_files/vivoice_562807.wav,Thứ nhất đó là tiếng ồn.
dataset_small/train/audio_files/LSVSC_audio_15813.wav,nguyên nhân thứ nhất là hiện nay trong nền kinh tế thị trường thì cái nhu cầu vật chất mà không đáp ứng được.
dataset_small/train/audio_files/LSVSC_audio_34123.wav,"""Chị Đặng Thị Kim Phương, chủ quán trà sữa nằm trên đường Hoàng Hoa Thám, quận Thanh Khê đã mua lại hai nghìn chiếc khẩu trang để phát miễn phí cho mọi người."""
dataset_small/train/audio_files/audio_16709_man_1.wav,họ muốn giải quyết những vấn đề kinh niên của họ và đạt được kết quả lâu dài.
dataset_small/train/audio_files/vivoice_883701.wav,"Chính vì vậy, quy tắc của gen bởi trọn lọc tự nhiên vẫn được khắc ghi và di truyền cho tới tận ngày nay."
dataset_small/train/audio_files/audio_24352_man_1.wav,"nếu bạn vệ biểu đồ đường huyết mỗi ngày, thì đường nối giữa các mốc thời gian sẽ tạo thành đỉnh và thôn lũng, tạo nên biểu đồ đường cong glucozer."
dataset_small/train/audio_files/LSVSC_audio_08805.wav,Chủ tịch Thượng viện Vương Quốc Campuchia Samdech Say Chhum và Chủ tịch Quốc hội Vương Quốc Campuchia Samdech Heng Samrin đã gửi thư và điện mừng đến Ban Chấp hành Trung ương Đảng cộng sản Việt Nam.
dataset_small/train/audio_files/299f0c9c-54cc-4e3a-8ce1-41055dc26e41.wav,"bây giờ anh suy nghĩ chính xác giúp em đi.  ,"
dataset_small/train/audio_files/vivoice_36743.wav,Thì ví dụ tôi ra tôi chạy bữa đầu.
dataset_small/train/audio_files/vivoice_728909.wav,Vậy cảm xúc thì sao?
dataset_small/train/audio_files/LSVSC_audio_02828.wav,làm cho cái hoạt động giám sát của quốc hội ngày càng thực chất và hiệu quả hơn
dataset_small/train/audio_files/audio_19127_man_1.wav,em pha được quả nước chấm gia truyền.
dataset_small/train/audio_files/audio_25098_man_1.wav,"trong khi đó, vinfast thuộc tập đoàn lớn nhất việt nam và do người giàu nhất việt nam sở hữu, đã đầu tư một số tiền lớn ngay từ đầu."
